Rate (Hz),ISI mean (ms),ISI std  (ms),PD,STIMU
4.375,213.3483,27.8606,1,0
5,209.6967,30.4282,1,0
4.875,218.8133,31.8574,1,0
4.25,240.9817,26.1964,1,0
5,207.4033,35.0284,1,0
4,221.7567,39.3253,1,0
3.875,239.6433,35.6724,1,0
2.625,115.3767,9.3604,1,0
4.625,237.4117,49.6874,1,0
2.75,124.3717,33.4827,1,0
4.25,202.47,34.8038,1,0
4.375,209.95,22.6293,1,0
3.125,147.0783,15.1404,1,0
4.125,231.31,15.671,1,0
4.25,223.165,32.8443,1,0
2.875,128.21,17.3376,1,0
3.875,234.9067,34.1082,1,0
3,186.2317,33.671,1,0
4.25,222.0633,25.827,1,0
3.125,143.4592,21.7941,1,0
3.5,220.4383,25.4271,1,0
4,215.775,32.9629,1,0
1.875,249.855,7.815,1,0
4.625,207.605,31.9101,1,0
4.125,233.5767,34.6964,1,0
4.25,226.885,22.0812,1,0
4.125,232.4767,27.9217,1,0
3.625,223.7217,39.6434,1,0
4.375,210.3867,31.4708,1,0
3.875,227.4,26.4704,1,0
4.25,201.025,20.9333,1,0
3.125,156.0217,12.3029,1,0
4,209.9817,18.9534,1,0
4.5,214.5483,28.8321,1,0
4,211.0267,22.2416,1,0
3.625,227.81,23.63,1,0
4,243.175,38.1318,1,0
3.25,153.62,19.8674,1,0
4.25,205.675,26.3881,1,0
4.5,211.3917,38.7874,1,0
2.25,130.465,2.085,1,0
3.125,171.07,23.74,1,0
4.375,205.7517,28.5459,1,0
5,210.165,34.7297,1,0
4.375,232.5533,46.5632,1,0
3.875,206.46,27.3028,1,0
4.625,232.9033,62.6293,1,0
3.375,159.94,38.2706,1,0
3.25,139.8033,20.4973,1,0
4.25,230.9917,30.9021,1,0
2.25,149.45,13,0,0
3.25,245.13,19.83,0,0
3.125,238.0883,13.923,0,0
3.375,227.69,21.9175,0,0
3.375,259.3967,20.8022,0,0
2.875,212.83,34.3,0,0
3.75,338.8067,38.5939,0,0
3.625,309.9333,23.3372,0,0
2.875,195.3967,30.6962,0,0
3.125,276.875,20.475,0,0
2.875,254.475,6.555,0,0
3,275.9,14.11,0,0
3.25,297.11,14.6,0,0
3.375,315.245,45.6018,0,0
3.625,289.7917,36.5335,0,0
2.25,120.58,8.99,0,0
3.75,269.825,39.8284,0,0
2.75,250.815,27.265,0,0
2.875,262.7,13.28,0,0
3.25,232.8933,11.3834,0,0
2.875,243.155,38.435,0,0
2.75,231.5767,13.1771,0,0
3.25,307.5833,25.3474,0,0
3.625,296.06,31.1521,0,0
3,196.76,21.4556,0,0
3.875,261.39,52.1889,0,0
2.625,235.315,14.105,0,0
3.625,268.59,37.1247,0,0
3.75,297.7133,45.8296,0,0
3.125,261.95,21.66,0,0
3.25,307.03,30.68,0,0
3.875,292.8183,18.2208,0,0
3,216,30.89,0,0
3.625,256.885,52.739,0,0
3.375,411.7883,27.517,0,0
1.875,80.76,14.54,0,0
3.5,246.6633,25.5609,0,0
3.375,236.505,28.005,0,0
3,266.225,18.465,0,0
3.125,210.54,25.2,0,0
3.75,261.2967,54.1057,0,0
2,131.345,3.005,0,0
3.25,235.1383,21.947,0,0
2.875,270.395,10.525,0,0
3,252.05,11.61,0,0
4.25,260.4,49.8105,0,0
2.875,282.6633,5.3242,0,0
3,258.49,14.72,0,0
2.375,258.105,0.215,0,0
2.625,262.38,4.42,0,0
2.625,276.81,10.27,0,0
2.625,280.015,10.445,0,0
3.25,181.7783,18.6285,0,0
3,231.915,23.445,0,0
3.625,302.475,35.5895,0,0
4.5,263.16,58.8241,0,0
3.125,175.215,18.7552,0,0
3.5,245.085,31.572,0,0
3.25,323.7533,23.0806,0,0
3,255.72,17.56,0,0
4,291.7583,23.6261,0,0
4.125,246.7817,48.4771,0,0
2.875,255.325,6.975,0,0
2.5,148.62,15.03,0,0
2.875,242.6017,22.7969,0,0
2.75,186.395,10.975,0,0
3.875,284.975,55.4497,0,0
3.25,240.1117,4.3925,0,0
3,229.745,13.995,0,0
4,284.4333,45.5255,0,0
3.5,322.7383,41.4232,0,0
2.625,282.84,1.77,0,0
2.375,222.525,6.465,0,0
4,280.11,58.2377,0,0
2.5,225.805,14.695,0,0
3.125,162.0733,10.309,0,0
2.625,202.495,15.025,0,0
2.75,224.73,12.92,0,0
3.125,219.105,59.985,0,0
2.875,298.92,2.17,0,0
3.75,339.6467,65.9542,0,0
3.25,233.4083,15.4312,0,0
3.875,233.3,20.7258,0,0
4.625,246.9117,58.7359,0,0
3,229.5083,45.0481,0,0
4.125,251.5767,54.9114,0,0
3.125,256.5233,28.7966,0,0
2.5,246.92,18.37,0,0
4.125,246.46,33.6764,0,0
3.25,216.49,20.9833,0,0
4.125,291.9367,54.5909,0,0
2.75,247.52,24.45,0,0
3.375,246.72,31.4058,0,0
1.75,128.35,0,0,0
2.5,195.285,1.335,0,0
3.25,218.1933,39.4532,0,0
3.875,266.7333,55.3839,0,0
3.25,278.0367,24.9217,0,0
3.625,197.6683,32.4074,0,0
3,278.755,14.715,0,0
2,155.565,4.965,0,0
4.125,239.875,42.4787,0,0
4.375,270.1783,49.8771,0,0
3.625,217.155,22.5231,0,0
3.125,250.265,15.315,0,0
3.25,229.16,15.63,0,0
4.75,238.6783,34.2618,0,0
2.75,205.2,3.62,0,0
1.75,114.755,12.015,0,0
2.375,192.155,12.845,0,0
2.75,202.105,3.705,0,0
1.5,42.13,0,0,0
2.625,188.485,14.495,0,0
3.125,236.5767,25.2972,0,0
3.875,260.0833,36.8899,0,0
3.125,206.995,15.285,0,0
3.75,314.7767,76.9688,0,0
3.5,249.6917,24.7752,0,0
4,286.4283,62.443,0,0
3.375,206.63,17.6053,0,0
3.25,212.4183,29.7138,0,0
3.375,213.54,11.91,0,0
3.875,264.305,41.7178,0,0
3.125,246.0967,15.9218,0,0
1.875,93.975,1.595,0,0
2.75,255,6.01,0,0
2.75,201.02,9.8,0,0
2.375,196.235,1.025,0,0
1.5,62.83,0,0,0
3.875,278.4917,56.9254,0,0
3,195.7083,16.5781,0,0
3.75,256.0283,17.4311,0,0
4.125,265.4033,45.2053,0,0
3.375,270.39,12.3122,0,0
2.5,166.865,13.355,0,0
2.75,192.235,15.605,0,0
2.125,130.655,1.765,0,0
3,234.4217,16.8975,0,0
3.625,318.67,46.908,0,0
3.25,240.595,16.925,0,0
3.125,166.0933,13.9463,0,0
3,282.125,19.075,0,0
2.5,244.215,7.455,0,0
3.75,233.5133,16.4979,0,0
2.5,178.675,30.005,0,0
3.625,353.25,55.485,0,0
2.875,226.11,20.6,0,0
2.125,213.29,0,0,0
2.625,154.8217,12.4367,0,0
3.125,193.38,8.7094,0,0
3.5,278.8017,21.9125,0,0
2.625,179.225,13.245,0,0
4.25,270.6833,66.2012,0,0
3.625,267.4417,17.2178,0,0
2.25,181.44,4.42,0,0
3,217.31,23.8247,0,0
2.625,237.425,4.185,0,0
3.125,217.575,32.765,0,0
3,231.155,18.915,0,0
3.75,310.5967,47.7322,0,0
3,324.42,35.1,0,0
3.375,258.41,20.5406,0,0
2.875,291.3983,8.2008,0,0
2.875,422.715,20.005,0,0
2.75,305.295,11.085,0,0
2.75,145.8983,26.7516,0,0
4,289.2367,28.0107,0,0
3.5,246.2333,36.2495,0,0
3.75,301.3833,34.5922,0,0
2.875,277.21,9.59,0,0
4.25,277.715,34.2419,0,0
3.875,268.9733,47.3423,0,0
1.875,94.075,0.955,0,0
3.25,245.6617,21.222,0,0
2.375,147.68,5.9,0,0
3.25,197.4,13.8563,0,0
3.625,221.71,23.1879,0,0
3.875,264.3683,60.9142,0,0
3.75,280.955,67.055,0,0
2.875,251.07,22.82,0,0
3.25,243.3283,20.0109,0,0
3.5,265.3033,51.2395,0,0
3,284.76,9.32,0,0
2.875,194.12,23.72,0,0
3.625,212.1967,26.3635,0,0
1.5,71.05,0,0,0
2.375,195.895,2.795,0,0
2.5,240.125,6.135,0,0
4.125,265.235,65.3782,0,0
4.75,254.8667,47.7545,0,0
2.875,235.9883,12.0265,0,0
2.75,207.435,33.255,0,0
2.5,214.66,8.19,0,0
3.75,291.955,52.835,0,0
4.375,247.8375,57.9561,0,0
3.625,305.0633,34.6838,0,0
2.5,226.395,11.815,0,0
3.75,287.7967,48.377,0,0
2.75,206.08,2.6,0,0
3.25,206.88,22.81,0,0
3.125,251.3983,22.7182,0,0
2.625,246.955,10.935,0,0
3.375,262.6917,20.409,0,0
3.25,270.6467,26.4045,0,0
3.625,280.69,18.7037,0,0
3.125,244.26,25.58,0,0
2.125,154.185,3.835,0,0
2.875,226.37,21.31,0,0
2.75,270.64,16.1,0,0
2.375,230.225,14.315,0,0
3.375,256.375,22.525,0,0
3.375,286.9433,28.8364,0,0
2.5,180.845,2.395,0,0
3.125,255.915,25.505,0,0
3,231.675,5.145,0,0
2.875,295.6567,3.6107,0,0
1.625,75.765,3.635,0,0
2.875,218.255,8.335,0,0
3.75,272.0533,32.5906,0,0
3.625,243.58,40.6878,0,0
1.875,137.37,0,0,0
3.625,307.7317,39.813,0,0
1.75,67.575,10.235,0,0
3.5,351.895,59.9617,0,0
3.375,225.9167,30.8395,0,0
3.875,216.935,28.9454,0,0
2.875,202.325,8.395,0,0
3.25,267.0083,16.7553,0,0
3.125,244.4,22.3,0,0
2.625,184.24,1.64,0,0
3.375,255.13,44.06,0,0
2.875,160.99,8.65,0,0
3,248.695,16.845,0,0
3.75,271.2533,48.2475,0,0
3.5,320.8217,28.6343,0,0
3.5,302.385,31.8546,0,0
2.875,249.065,6.565,0,0
3.625,298.53,99.03,0,0
4,271.8967,38.5685,0,0
2.25,230.43,0,0,0
3.75,288.8733,48.7926,0,0
3,272.635,37.015,0,0
4.25,243.8483,43.3572,0,0
3.5,341.1683,36.9453,0,0
3.75,328.8167,25.1677,0,0
3,284.57,4.4614,0,0
4,268.2317,62.4462,0,0
3,276.52,11.41,0,0
3.5,330.235,56.725,0,0
2.75,209.25,6.12,0,0
2.875,216.31,18.85,0,0
4,263.4333,22.1843,0,0
3.625,203.8133,23.6322,0,0
3.875,308.67,74.3793,0,0
2.875,218.975,12.255,0,0
2.5,183.425,9.985,0,0
3.25,277.32,35.88,0,0
3,246.005,18.0079,0,0
2.875,260.945,25.085,0,0
3.625,340.215,33.359,0,0
3.25,214.2133,40.5553,0,0
3.625,343.335,49.7047,0,0
2.25,167.81,6.95,0,0
4.125,229.94,30.9084,0,0
2.625,347.16,4.09,0,0
3.5,345.4783,47.7549,0,0
3.5,228.6967,21.3437,0,0
3.75,262.5683,34.436,0,0
3.75,206.615,19.9971,0,0
2.875,222.91,8.96,0,0
4.25,261.51,49.7015,0,0
3.25,416.7217,41.9251,0,0
2.75,206.31,1.7822,0,0
3.625,263.385,35.445,0,0
3.375,346.155,32.135,0,0
3.875,293.2583,44.4303,0,0
4,279.4317,87.9281,0,0
3.875,218.895,16.4111,0,0
3,245.735,32.875,0,0
2.625,271.625,7.195,0,0
3.75,274.9983,44.2194,0,0
4,279.905,37.2106,0,0
2.5,209.14,10.3,0,0
3.375,268.1883,44.7981,0,0
2.75,243.605,5.405,0,0
3.25,242.375,9.274,0,0
2.75,220.37,13.14,0,0
3.125,222.535,52.105,0,0
3.5,252.27,30.9484,0,0
3.25,282.0383,20.2207,0,0
2.25,142.5217,4.6567,0,0
3.375,284.06,19.5458,0,0
3.125,273.8117,37.0516,0,0
3.5,222.825,16.9052,0,0
3.75,271.505,36.3238,0,0
3.125,284.185,29.365,0,0
3.25,284.3433,38.2119,0,0
3.5,280.485,44.9934,0,0
3.75,299.0183,50.8719,0,0
3.875,270.3967,38.1499,0,0
2.875,194.935,39.595,0,0
2.625,222.92,8.49,0,0
2.375,189.195,7.055,0,0
3.5,334.18,55.9822,0,0
3.375,238.435,14.8046,0,0
3.5,297.7617,22.1753,0,0
3.25,254.775,24.245,0,0
3,248,29.37,0,0
3.25,237.045,21.4976,0,0
3.375,265.5867,14.6109,0,0
3.5,213.5,20.0602,0,0
2.75,257.38,9.15,0,0
2.375,164.59,5.4,0,0
3.5,271.035,30.3471,0,0
1.75,68.44,0.34,0,0
3.375,329.91,42.5043,0,0
2.875,260.6,20.49,0,0
3.625,295.0133,52.3895,0,0
2.875,266.6467,2.9937,0,0
3.125,188.4717,33.5382,0,0
4,274.3417,32.6208,0,0
3.375,287.145,22.4077,0,0
3.75,230.9267,33.0362,0,0
2.625,228.46,11.42,0,0
2.625,232.315,18.955,0,0
4.125,254.675,42.308,0,0
4.25,280.4608,37.7341,0,0
2.375,159.75,8.8,0,0
3.875,298.555,30.4426,0,0
3.875,323.9833,46.5115,0,0
3,251.84,32.77,0,0
2.5,167.325,6.765,0,0
2.25,165.93,0.04,0,0
3.5,287.4117,17.6781,0,0
3.75,247.77,31.6447,0,0
3.125,202.57,15.367,0,0
2.75,197.205,10.955,0,0
3.125,271.58,34.82,0,0
2.875,187.185,20.655,0,0
2.875,206.825,9.275,0,0
2.875,281.1233,6.0131,0,0
3.125,254.54,10.23,0,0
3,226.32,13,0,0
3.75,311.0683,30.6728,0,0
2.75,223.745,7.645,0,0
2.75,205.17,8.41,0,0
4.25,257.9033,44.8804,0,0
3.25,278.375,36.375,0,0
3.125,247.1617,31.193,0,0
3.875,285.7117,41.6484,0,0
3.75,287.3783,36.3651,0,0
2.875,238.095,6.935,0,0
3.875,259.3783,44.411,0,0
3.125,205.33,9.03,0,0
3.875,289.3883,43.9649,0,0
4.375,239.9833,31.2511,0,0
3,267.82,14.04,0,0
3.25,275.41,28.5064,0,0
2.5,330.305,4.415,0,0
3.75,282.225,59.305,0,0
3,199.85,30.58,0,0
2.875,198.025,11.375,0,0
2.25,180.45,9.49,0,0
2.375,174.745,1.865,0,0
2.5,257.1,7.1,0,0
3.875,313.3733,32.4767,0,0
2.5,230.54,10.16,0,0
3.625,243.8633,45.3915,0,0
3.125,406.215,26.7024,0,0
4,248.3717,21.9345,0,0
2.375,154.1,19.53,0,0
3,256.66,18.27,0,0
4.125,272.545,63.3083,0,0
3.5,265.515,30.222,0,0
3.75,269.6183,31.5148,0,0
3.25,262.5267,8.7089,0,0
3.875,271.94,48.0695,0,0
3.375,224.44,36.13,0,0
3.875,292.055,52.7107,0,0
3.75,306.2,41.78,0,0
3.625,311.3067,38.356,0,0
2.125,178.38,0,0,0
2.5,215.91,6.93,0,0
3.375,364.1833,56.7194,0,0
3.875,257.1583,30.6113,0,0
3.375,304.53,34.37,0,0
2.5,263.015,11.255,0,0
2.875,273.085,12.375,0,0
3.375,226.995,15.4785,0,0
2.25,162.53,13.45,0,0
3,271.41,12.41,0,0
3.25,217.8283,19.4864,0,0
3.75,284.915,30.1077,0,0
2.875,239.885,10.145,0,0
1.875,90.135,5.345,0,0
2.625,262.955,0.985,0,0
3.375,279.215,42.585,0,0
3,432.36,40.7,0,0
4.25,278.3783,49.3418,0,0
2.75,211.275,4.515,0,0
3,296.565,18.575,0,0
3,281.68,15.54,0,0
3.25,194.2817,8.2081,0,0
3,250.3083,24.7707,0,0
3.875,263.36,59.1659,0,0
1.5,53.605,5.015,0,0
3.5,357.675,35.2288,0,0
3.625,240.7283,31.3779,0,0
3.375,230.96,20.3707,0,0
3,266.05,6.11,0,0
2.75,250.27,9.31,0,0
3.25,220.68,16.5299,0,0
2.625,289.17,16.62,0,0
3.25,190.28,18.89,0,0
3.25,449.58,34.673,0,0
3.375,329.43,31.3882,0,0
2.75,294.8133,12.2979,0,0
2.625,227.995,7.115,0,0
2.75,271.395,6.905,0,0
3.125,269.06,19.96,0,0
2.75,373.345,26.705,0,0
2.75,271.855,6.245,0,0
2.5,172.01,10.0992,0,0
3.5,274.01,27.586,0,0
3,243.2,17.13,0,0
2.875,251.96,6.78,0,0
2.75,208.47,10.36,0,0
2.75,265.765,11.645,0,0
3.125,239.825,23.085,0,0
3.375,305.1733,35.2461,0,0
3.125,303.615,51.415,0,0
3.625,306.485,37.0999,0,0
4,270.2817,59.2798,0,0
3.625,234.6067,27.5153,0,0
3.75,318.61,41.2484,0,0
2.625,180.265,3.255,0,0
3,198.495,15.4247,0,0
2.5,171.8567,2.2292,0,0
3.375,253.3,20,0,0
4.625,214.0567,18.4809,0,0
2.875,263.045,8.665,0,0
2.875,214.27,11.91,0,0
2.5,273.52,5.3,0,0
2.75,207.13,6.99,0,0
2.125,192.99,6.35,0,0
3.5,230.67,21.4195,0,0
1.625,84.26,0,0,0
2.5,215.48,4.52,0,0
3.25,177.1783,22.4148,0,0
4,331.1367,31.9702,0,0
4,276.7767,45.5243,0,0
3.625,281.21,30.5494,0,0
1.25,18.7,0,0,0
4.25,279.905,72.8406,0,0
2.5,273.885,6.855,0,0
3.5,331.8917,32.4817,0,0
3.75,262.3183,29.9441,0,0
3.25,269.7,23.67,0,0
3.375,331.5883,31.0159,0,0
3.75,274.39,47.41,0,0
3.25,339.7633,20.9501,0,0
3,205.775,11.375,0,0
2.875,213.865,13.935,0,0
3.625,227.0617,13.2132,0,0
4.125,282.0283,44.5323,0,0
4,258.6933,42.8452,0,0
2.5,212.655,3.015,0,0
3.375,316.72,41.29,0,0
3.125,180.095,32.925,0,0
4,298.0817,52.3002,0,0
3.25,242.435,18.425,0,0
3.5,309.925,40.4397,0,0
3.25,225.615,13.345,0,0
2.5,218.115,8.625,0,0
3,285.765,25.595,0,0
3.625,333.47,67.9508,0,0
3,261.4967,2.7121,0,0
4.125,268.145,54.2673,0,0
4.25,260.0467,60.8162,0,0
3,186.14,16.7089,0,0
2.875,269.995,7.925,0,0
3.125,289.6617,19.4183,0,0
2.125,161.43,3.51,0,0
2.75,172.8033,18.0001,0,0
4.25,265.4283,44.5331,0,0
2.375,189.64,8.38,0,0
3.875,308.9683,35.5564,0,0
3.125,248.255,13.865,0,0
3.75,296.83,43.8119,0,0
1.75,63.91,13.15,0,0
3.125,255.8,12.13,0,0
4.375,264.585,69.0875,0,0
3.375,244.0383,11.0515,0,0
3.25,357.705,28.4874,0,0
2.5,166.385,1.475,0,0
3.5,334.99,38.31,0,0
2.75,260.5533,12.6116,0,0
2.625,207.58,22.904,0,0
3.875,257.68,64.5465,0,0
4,267.9933,32.3978,0,0
3.5,237.245,18.095,0,0
3.125,250.6967,14.6243,0,0
3.625,325.7733,39.1387,0,0
2.75,240.1,28.61,0,0
2.875,239.395,20.825,0,0
3.125,228.68,32.77,0,0
3.875,310.4533,60.769,0,0
2.875,227.53,20.6,0,0
4.125,256.01,46.8494,0,0
2.625,271.39,9.23,0,0
2.625,263.44,7.07,0,0
3.375,309.4833,15.5468,0,0
3.875,283.92,41.8189,0,0
3.75,294.525,47.1085,0,0
2.75,229.545,32.205,0,0
2.875,216.685,9.2105,0,0
3.5,250.12,32.13,0,0
2.75,198.8217,7.6422,0,0
3.75,315.055,78.3294,0,0
3.125,315.915,41.335,0,0
2.75,246.085,21.335,0,0
3.5,283.645,47.5541,0,0
3.375,349.055,43.055,0,0
3.25,311.7533,46.7362,0,0
2.75,191.535,11.845,0,0
3.5,334.335,55.6164,0,0
2.875,192.9017,4.9741,0,0
3.375,228.2917,37.3114,0,0
2.75,289.51,1.78,0,0
4,250.9517,50.1437,0,0
2.25,238.57,3.73,0,0
3.5,392.3667,37.5683,0,0
3.5,277.5817,29.6666,0,0
3.125,307.635,24.395,0,0
3.25,240.7,7.73,0,0
4,256.1817,22.4533,0,0
2.75,177.6,24.62,0,0
2.875,218.57,12.16,0,0
2.625,190.6033,6.4223,0,0
3,275.185,6.225,0,0
4.625,235.6925,44.2405,0,0
3.75,322.3733,63.1353,0,0
3.375,233.88,19.76,0,0
3.375,354.5067,36.4324,0,0
3.25,360.225,12.445,0,0
2.625,193.92,30.31,0,0
4,255.7817,41.7759,0,0
4.125,288.11,28.4429,0,0
3.375,234.32,15.0082,0,0
3,221.56,9.43,0,0
2.875,202.035,11.215,0,0
3.75,307.92,44.3339,0,0
4.25,261.9083,72.018,0,0
2.75,240.005,7.125,0,0
3.875,298.8067,46.4572,0,0
2.75,237.18,5.9,0,0
3.375,258.1883,22.2498,0,0
2.625,281.44,10.13,0,0
1.5,64.93,0,0,0
3.5,310.655,26.7984,0,0
3,331.8633,16.0482,0,0
3,257.055,15.275,0,0
1.875,142.45,0,0,0
3.75,301.055,117.885,0,0
2.25,169.375,9.335,0,0
3,318.3917,17.9164,0,0
4.5,235.495,36.1751,0,0
2.875,245.93,2.1,0,0
2.875,234.155,24.495,0,0
3.75,291.145,99.985,0,0
2.375,176.05,4.05,0,0
2.75,231.785,6.375,0,0
4.375,254.8,29.7876,0,0
3.25,245.8683,18.77,0,0
3,219.305,3.765,0,0
3,196.62,18.38,0,0
3,207.5983,14.8573,0,0
3.125,240.41,20.34,0,0
3,281.32,7.12,0,0
2.75,245.1417,20.6906,0,0
2.875,237.86,13.1,0,0
2.875,238.715,14.255,0,0
3,274.545,30.475,0,0
3.5,261.1967,34.5956,0,0
3.75,259.3567,57.2479,0,0
2.625,159.55,15,0,0
3.625,330.7,34.7184,0,0
3,278.52,11.1025,0,0
2.375,141.11,16.56,0,0
3.625,240.9183,22.6244,0,0
3.625,340.25,50.2886,0,0
2.75,166.83,13.23,0,0
3.625,304.495,22.3548,0,0
2.625,198.6933,14.8667,0,0
4.125,268.9617,48.5038,0,0
2.875,218.865,12.995,0,0
3.75,309.195,23.4891,0,0
3,252.91,7.6,0,0
3.125,246.9717,18.4527,0,0
4,317.7783,53.7294,0,0
